,p_3_q_1
0,0.5143748569758835
1,0.5639726878320083
2,-1.2730923289121188
3,0.6165129276126188
4,-0.8314380860880286
5,-0.3240688683713182
6,0.4497748485504292
7,1.181229541074757
8,-1.4687787125061118
9,1.5020471072711714
10,-0.8284749143940204
11,0.537254880478212
12,-0.7215975994493862
13,-0.1679531550566849
14,1.5943628039675006
15,-1.3741454174251937
16,1.2948769190152405
17,-0.2623590543198623
18,0.0374048724600685
19,0.2937946481029167
20,-1.8607270068466684
21,2.672988770605236
22,-2.805330882774532
23,2.8186212810599134
24,-1.6844700822268284
25,-0.1597491000311127
26,0.9600375726235872
27,-0.2628335248617277
28,0.2839299586887227
29,-0.2675742734560066
30,1.0973907572141073
31,-1.2099076804282949
32,0.4236320618644584
33,0.4113781000101771
34,-1.6403989457087051
35,1.9844722341680747
36,-2.0042821873143817
37,0.7301428175022234
38,-0.6446919118901946
39,0.7788759626727123
40,-1.1268188163545578
41,2.4303707153684586
42,-1.6149588774093058
43,1.317538943363315
44,-1.6290602946742072
45,1.4180410653685416
46,-1.5864971523635396
47,0.6455402005736818
48,-0.3978155672894425
49,0.1298875152115005
50,-0.1468801210222192
51,0.1034703845462833
52,-0.4244127960222237
53,0.8848239357218863
54,-0.3581651726051173
55,-0.7656614264301436
56,1.0362067912732875
57,-0.7922803105084403
58,0.2773364609474134
59,-0.289075394390453
60,1.4220728609526918
61,-0.9605012448027108
62,-0.2525535523270256
63,1.1457512773566725
64,-0.5993602230218381
65,-0.1463985624004758
66,0.2079014851311361
67,-0.2538319688794047
68,-0.5167750078396001
69,-0.1687379918086532
70,-0.2091458574456673
71,0.6891069774275036
72,-1.4725718043282805
73,0.8641155408921912
74,-0.2484336104341355
75,0.4594335558827694
76,-1.0483540527443522
77,1.5134388052153138
78,-1.167352321828659
79,1.1046604548308918
80,-1.5731055315374496
81,0.9897662398458648
82,-1.011870699945154
83,1.7097749502521484
84,-2.269358131696837
85,2.825247100174569
86,-1.6853834108318475
87,0.4131905512044908
88,0.402997240925362
89,-0.0935100678402663
90,-0.2593409430903086
91,0.9386693013065958
92,0.3731544337246848
93,-0.3191873867581198
94,-0.2526998820617652
95,-0.2233570372855595
96,1.4943990969266
97,-1.9277818206125992
98,1.8993578083666416
99,-2.1524225550104736
100,0.9332441010592486
101,-1.097507982976725
102,1.430071266399083
103,-2.1685034020869782
104,2.8838433434443256
105,-1.4846612466260365
106,0.7428978498701514
107,-1.2907923976934188
108,0.9025368541262704
109,-0.6450545485516586
110,0.1822867298545591
111,0.7035054027050898
112,-0.8417798575372324
113,0.3630208806290221
114,-0.1023789020776885
115,0.4968187331273875
116,-0.2942550034822258
117,-0.258161061694785
118,1.349175335217974
119,-1.3367196861098845
120,1.4370665645302243
121,-1.7935621617792343
122,2.046826341287632
123,-1.8574309427318292
124,0.922723833793608
125,-0.2491768757871342
126,-0.8280498500299351
127,2.108471318735491
128,-1.664326260876012
129,-0.4468505634096607
130,1.6227354284844322
131,-2.2427069232813803
132,2.765042422303149
133,-2.2789060787276587
134,0.941459735385332
135,-0.8538463934766367
136,0.526079523519541
137,-0.5582137764497019
138,0.1922686786994553
139,-1.0831251228554435
140,1.5920234457890847
141,-0.9145284743060308
142,1.6194897430314272
143,-2.2703491810381418
144,1.9727176268615896
145,-2.177956054615872
146,1.3936468047370791
147,-0.5699092441011196
148,1.077854283270047
149,-1.146755766688031
150,1.3608070604740652
151,-1.1432301249629373
152,0.177577584138324
153,-0.9226539639688104
154,1.5606360144967972
155,-2.2795811692133765
156,1.2140225615100078
157,-1.0857652736725292
158,1.0294033292863791
159,-0.423208336615306
160,0.2828626113189043
161,-1.4216032720486484
162,0.6977790573001207
163,-0.4671835573812682
164,0.7403994838803125
165,-0.3962452516705829
166,0.6013882640161121
167,-0.4053457044561651
168,0.4121644621145461
169,-1.5087167150984375
170,2.194685890783512
171,-2.15112655835728
172,1.8342651681626432
173,-0.948993338970443
174,0.6122045208542068
175,-0.6222953067106878
176,0.7218738573055492
177,-1.0142777038035455
178,1.1011361012216976
179,-0.0819184165338837
180,0.5852564731556934
181,-0.9078383661456846
182,0.1534448149295366
183,0.4028983695657958
184,-0.9844161455551076
185,-0.0462927582624349
186,0.2964366081414273
187,-0.9440757036549274
188,0.0611729257937432
189,-0.7891874503583796
190,1.0345985553677426
191,-0.903828617630697
192,0.8474330973962821
193,-0.3833595638869852
194,1.04548785981564
195,-1.828685677965942
196,1.7028374641717094
197,-1.2089821739615512
198,0.8005398999715847
199,-0.7143692760894906
200,0.5066791389566183
201,-0.1655713467382079
202,0.809921457703193
203,-1.3646165069232727
204,1.1718204551295324
205,-1.272809445922754
206,1.1183951439736688
207,-1.02619383920343
208,0.962271870791466
209,0.282263265987683
210,-1.0900936568206516
211,0.7034768011419033
212,0.0578278857547083
213,0.1106819117128185
214,-1.576845463456428
215,1.720674444436618
216,-0.4246098627341844
217,-0.3501205620086745
218,0.2106015996272674
219,0.278294355738678
220,0.6443657445774954
221,-0.6990291326664815
222,-0.4084198106960665
223,0.2534616473293501
224,0.9257168918684556
225,-1.0208633990896814
226,0.1036460251984882
227,-0.1983978802034102
228,0.628518414619122
229,-1.129191552790343
230,1.0670518503496411
231,-0.8071427091521727
232,1.171357284110847
233,-1.45459847133713
234,0.7546703932207793
235,0.3271794710523998
236,-0.4222677752103477
237,-0.378833946065811
238,1.105283493163304
239,-0.9534501790146044
240,0.4610866758285822
241,0.1604634700961973
242,-0.9927885333086526
243,1.491138489081758
244,-1.6749267441712004
245,1.0915142734277468
246,-1.2920388833556735
247,1.8390727022424267
248,-1.067425959796941
249,1.0908242025790118
250,-1.2118537402239862
251,0.0994287729604147
252,0.8660692614355154
253,-1.506073464501446
254,1.912444589357408
255,-1.2533201260296882
256,1.6057461210082402
257,-1.98889362572953
258,1.0225644457485603
259,0.1926737996032619
260,-0.628512424401533
261,0.003723487501186
262,-1.0817900904831812
263,1.3183160251857964
264,-0.4398468834837155
265,-0.224155732519189
266,-0.3696968752529031
267,1.1797319455287534
268,-0.5915392352107098
269,0.0212017034301958
270,-0.647842451952676
271,0.2249888388375511
272,0.0475211487208536
273,0.2408270807989539
274,-0.18576292669018
275,0.6719916576626098
276,-0.9050871221627348
277,1.6948027871179452
278,-1.1525633752561584
279,0.4194679302924344
280,0.0137769713274329
281,0.0906236966431565
282,0.4942629363156519
283,-1.191525611660495
284,0.7219361182772794
285,0.3698345930972975
286,-0.2648985583777576
287,-0.163815617836626
288,0.5095455818619727
289,-1.0749914377598278
290,0.8581798458957393
291,-0.7334681643558906
292,1.3568164727626764
293,-1.984468610114742
294,1.507118767802217
295,-0.9262525157137274
296,0.4280823051839261
297,-0.0414810088103834
298,0.2070989294469278
299,-0.112757888757182
300,-0.1062961291352461
301,0.2250779063259844
302,-0.90298040948043
303,1.3072667022931372
304,-0.23709390441706
305,-0.2511048090305994
306,-0.3802512198741802
307,0.0815956655608456
308,1.187305322112988
309,-1.976681230885461
310,0.8048546988670444
311,0.1394336110523084
312,0.013168024468999
313,0.5291692263205603
314,-0.590246237930418
315,-0.2665917173191466
316,1.1191118885225195
317,-1.1743429059916228
318,1.5024763751669403
319,-0.1428008944660106
320,0.2846940512908104
321,-2.0426488512075625
322,2.884370931129711
323,-2.8333583193748297
324,2.166114173105416
325,-1.5085369201082792
326,1.4232607394528696
327,-1.284963880391901
328,0.1592119870573141
329,0.9564165161136268
330,-0.9555247871633792
331,0.847770731082103
332,-0.6739531512758334
333,1.2041104326189334
334,-1.7992154068939363
335,1.3423719937573768
336,-1.5400476321674674
337,1.4303779042470648
338,-0.9897685054585352
339,0.7082240736528004
340,-0.4840189314478925
341,0.749300142978341
342,-1.174247724274359
343,1.6549475325215997
344,-1.683288198349298
345,1.787286879871712
346,-1.776147029196213
347,1.4815639657172404
348,-1.8352562927762224
349,1.0831056224395956
350,-1.2756216974273815
351,1.108902885980633
352,-1.1278893756244843
353,1.3977219550040911
354,-1.7171598024764303
355,1.4287769839668023
356,-0.7430329743622632
357,-0.1068030832446634
358,1.0974962542413131
359,-0.6735647656256886
360,1.031869234788586
361,-1.184546083790007
362,1.573789041253709
363,-1.689955558689214
364,0.9116143260603464
365,0.8137009365369491
366,-0.9053694721375468
367,1.4807147227985036
368,-1.2066872193299083
369,1.1623245296814269
370,-1.2613850022030029
371,1.684439305109399
372,-1.1914627850458754
373,0.5344662169957004
374,-0.8103202416375601
375,0.6298564562258844
376,-0.800411180403436
377,1.122786923186068
378,-1.470541941028968
379,1.4253172904314928
380,-1.154769042519441
381,1.1939504165280483
382,-1.255433810233041
383,1.773993458597899
384,-0.2917947694568188
385,0.4057484254917872
386,-0.3417767341404401
387,0.2398828471300495
388,-0.3743772415297197
389,1.0416641544667302
390,-0.9612401171880116
391,0.436967070384794
392,0.1722963108110083
393,-0.1255239408609465
394,-0.3955026864886708
395,1.5156865789331289
396,-1.138567600376791
397,-0.2219766668250112
398,0.4194761657491365
399,-0.0002655672839985
400,-0.3059046770909797
401,-0.5344400566220087
402,0.5913175186488377
403,-0.7375603838126147
404,1.371168426810844
405,-1.1173250441031335
406,0.8578927166098985
407,-1.8496904630890048
408,1.8011084531412942
409,-2.422563579697063
410,1.670319073890007
411,-1.2497556894771304
412,2.2351402855762164
413,-2.2171803182233285
414,1.5316685301943571
415,-1.2183800290311784
416,1.975945236702411
417,-2.5524845769298867
418,1.6896120479269965
419,-1.4970754084707347
420,0.9520894545879146
421,-1.334665025586118
422,1.8510161281636976
423,-3.281818241565438
424,3.379242604372128
425,-2.448897424502001
426,1.0840216193961658
427,-0.3724384173013557
428,0.8481746299718697
429,-0.4783100934243995
430,0.2370761474671414
431,-0.6823569314927216
432,0.9545399073187671
433,-0.80877303668449
434,0.4640539663191176
435,-0.8240845379577426
436,1.14930525265045
437,-1.2783775492605058
438,0.8945000687562727
439,-0.514113874234863
440,0.2748363400893232
441,-0.1742899426521232
442,0.0770183307551149
443,0.2401268753356191
444,-0.1176254618390172
445,0.1089715446506505
446,0.7686011451683261
447,-1.1745319661731493
448,1.6161695428490008
449,-1.993305269405107
450,2.000775630088931
451,-2.398687287851098
452,2.228211186373958
453,-1.0605300707490457
454,1.7738921480261602
455,-1.7802531212060422
456,1.673459129232893
457,-2.033992084915051
458,1.6501236714555791
459,-0.2862391399065465
460,0.3804539366498969
461,-0.0610004344914822
462,-0.3832540630197346
463,0.0713877295385151
464,-0.4305995027363991
465,0.0371005962341893
466,0.6622469382898167
467,-1.238998673519781
468,2.454493961052112
469,-3.0234690312266763
470,1.4782729261386356
471,0.1186208375791729
472,-0.757559569817064
473,0.139740553825922
474,-0.5565200014611327
475,0.898558788568449
476,-0.4525494124248981
477,-0.1194163975386719
478,-0.3526707672678751
479,1.164126479106102
480,-1.429914807658999
481,1.256167181257624
482,-1.0951305182440776
483,0.4127373490077791
484,-0.8668320338382313
485,1.4105000407663513
486,-0.4631058099824144
487,0.5565799758616017
488,-0.9585360411800156
489,1.2466292290545264
490,-1.306582062163442
491,1.240746850355141
492,-1.1992930923808267
493,0.8548471755231353
494,-0.3920208011823934
495,-0.9222716706142308
496,1.873528275134508
497,-2.1643834213979534
498,1.0605454824853924
499,-0.8661259089518936
500,0.5815054612052726
501,-0.0258503796784151
502,0.4960486194272626
503,-0.0713335135919506
504,-0.4664524669746924
505,0.6920321488721054
506,-0.541916526254912
507,0.6938420580199925
508,-1.125922215807039
509,0.6595929161187193
510,-0.8999224550826186
511,-0.040033246426669
512,-0.1721601333825283
513,0.121578605760421
514,-0.794480347001363
515,0.8426406024030891
516,-0.7545357939634247
517,0.6843566253903627
518,-1.0372970160069277
519,0.9139672288197422
520,-0.9581879153477624
521,1.186909019574673
522,-1.4921754712451831
523,0.7170188059847517
524,-1.3690465267802856
525,2.281569837711939
526,-2.560137181656534
527,1.3683975197758382
528,-1.727511799465597
529,2.3553248974209477
530,-1.8370846203821596
531,1.107618214100654
532,-1.0011469024270256
533,1.1917158914994417
534,-1.7487603712279616
535,1.8798299670677627
536,-1.138306661633936
537,0.3641804950128134
538,0.1826699321467562
539,-0.3310837501129344
540,1.0990396260576991
541,-1.4066107806977628
542,1.4900997421673952
543,-1.130909088984874
544,1.72834485848261
545,-1.6329039150368805
546,1.14598296093597
547,-1.0407980311047302
548,0.1962999376413025
549,-0.3091003849003992
550,-0.9747379449397372
551,1.8386853201061069
552,-1.3798637768939035
553,1.784641628887329
554,-0.5890792526511501
555,0.3947538548933464
556,-0.0727719651539491
557,0.8748804880861136
558,-1.7571128513500898
559,1.1230622763769422
560,0.1430520616598281
561,-1.0229688295525707
562,0.3240956747074622
563,-0.2641261957891532
564,-0.414990720276339
565,0.5283921090057244
566,-0.2046511593748215
567,0.3064340386385729
568,-0.5799014092333362
569,1.361421345859428
570,-2.6790962242289664
571,3.3473317872057997
572,-3.263609666605616
573,2.5862381974777766
574,-1.4982407342385793
575,1.4604375068624609
576,-1.5791923577399292
577,1.925925698609548
578,-3.472643856957112
579,2.9158779451214585
580,-2.470737732961205
581,2.2795277236140765
582,-1.4289440774096736
583,1.6383145051109242
584,-1.0946525619813696
585,1.0678628467169688
586,-0.8628448088723893
587,0.7247683993374275
588,-1.5913723817908505
589,1.7527451949928894
590,-1.8704823822592216
591,1.908420597325796
592,-1.1742533014914185
593,1.767545418575176
594,-1.761506842648679
595,0.4448079146356712
596,0.0180987867522247
597,-0.0916473538932496
598,1.0494922540681837
599,-0.3249483665594063
600,-0.1565661968590459
601,0.6007124058978617
602,-0.082570819529993
603,-1.446081055918195
604,2.708326346368309
605,-1.847988032108672
606,1.4520708017646629
607,-0.6481564579080777
