,p_3_q_1
0,0.1533361890808859
1,-0.5199448896243821
2,-0.8731559301241171
3,1.1501937011246477
4,-0.2367953450826896
5,0.829542452717767
6,0.7633298674813208
7,-0.233908361245874
8,-1.480062852481043
9,1.1346713733203788
10,-1.262231037958241
11,0.3816351675411655
12,-0.4158250354350158
13,0.6304612184501065
14,0.4812594191718073
15,-1.701133405199044
16,0.9100241757113072
17,-1.0913094074924576
18,-0.2133822288594795
19,-0.0862463669620391
20,-0.4088904097161989
21,2.0133311847870954
22,-2.2967353132113786
23,2.281283992581017
24,-2.255268728666383
25,0.9256705010238224
26,0.6882776681562607
27,-0.9235036791751696
28,-0.0669968543188802
29,-0.3258335414547765
30,0.1570364881914481
31,-1.2199866154957906
32,0.8978609331968781
33,-0.091822503427305
34,-0.5761999083931083
35,1.713073702561437
36,-1.6075509777266457
37,1.6320376203650493
38,-0.0936752819574641
39,0.6410502803515228
40,-0.6000051159904302
41,1.057306656506749
42,-2.3822065117521647
43,0.8628927790857217
44,-1.1064650234325717
45,1.3692297796825892
46,-1.0481448437030263
47,1.36332574949283
48,-0.1281035700026575
49,0.3554905333631409
50,0.0372514983588025
51,0.1774259489568486
52,-0.0358643525985902
53,0.48207366632283
54,-0.8322013222359277
55,0.0614809324256897
56,0.9584374113740176
57,-0.8406004775832681
58,0.5600440277433123
59,-0.048302414537756
60,0.2860437603650214
61,-1.536155803708697
62,0.4778810267169776
63,0.5399770120442462
64,-1.173690656092141
65,0.2124643881608893
66,0.2994370070637188
67,-0.15446506580918
68,0.2322160435336313
69,0.7149605868535762
70,0.4895360839279912
71,0.4422249678510732
72,-0.6163007497757573
73,1.479481192102814
74,-0.3683079631799195
75,0.0906487301699334
76,-0.4536218713329336
77,1.0325587580820712
78,-1.3327374748535088
79,0.7793953800593891
80,-0.9157607370126896
81,1.413963535439314
82,-0.5303720109683998
83,0.9107162057569508
84,-1.579488898305002
85,1.9736322378498188
86,-2.434905026197776
87,0.8762195637388613
88,-0.0119239129754259
89,-0.5648753494144985
90,-0.1027503162702938
91,0.2707698041258697
92,-1.0027432169415724
93,-0.8691822639128719
94,0.0392336994445773
95,0.3053387243713892
96,0.3648517499037877
97,-1.6143504642148674
98,1.5894256261040698
99,-1.5227380614972252
100,1.8158617276176097
101,-0.2615921114858956
102,1.0993171284330776
103,-1.1657171057852758
104,2.031261201308153
105,-2.4823590149868724
106,0.6312192312322681
107,-0.4986375884217908
108,1.228973761735696
109,-0.5183375413243897
110,0.4972580639628213
111,0.0390202951211989
112,-0.8355930562273763
113,0.6544401698183703
114,-0.1332675124454256
115,0.0284900248543242
116,-0.5528695210526826
117,0.1095324839907848
118,0.3634460199451444
119,-1.452603206135955
120,0.9578584347690864
121,-1.2483050526379784
122,1.526583719434507
123,-1.7161445272599092
124,1.3966774761463887
125,-0.4210702324732353
126,0.0389143030363069
127,1.0380784602716648
128,-2.058782008609124
129,1.0751688631870202
130,1.049428459038669
131,-1.5472800105056237
132,1.9950457692357773
133,-2.3561793640727267
134,1.6106627555188335
135,-0.3263082586770773
136,0.7683569220296881
137,-0.2454985486556786
138,0.5261267179376614
139,0.0231971292154522
140,1.2665170294597483
141,-1.326744872168235
142,0.49319869143279
143,-1.633471444214471
144,1.941392843347776
145,-1.4570049364639883
146,1.8626167777392677
147,-0.7754839104090475
148,0.2643180319910544
149,-1.0880017278923615
150,0.8663454401979253
151,-1.2041698608027165
152,0.7905889273216503
153,0.1714493992173994
154,1.106126466926654
155,-1.3549312421776831
156,2.0931252189160103
157,-0.4890884623781213
158,0.9916017232106672
159,-0.7269774142123852
160,0.1590289474728333
161,-0.21955955723646
162,1.558199373025306
163,-0.1574028655787253
164,0.4425101279506553
165,-0.6394767580216373
166,0.1861748477497082
167,-0.6002790976228745
168,0.2045616053302749
169,-0.3807511158282257
170,1.5935408535185718
171,-1.9007141756558847
172,1.6875540443912125
173,-1.3655498529733838
174,0.4567009111467284
175,-0.4524588415182251
176,0.494233214827504
177,-0.6186896924907331
178,0.9088042400400276
179,-0.8873657543186447
180,-0.3127058560690253
181,-0.7753515937546458
182,0.7258222274674214
183,0.1325095667223053
184,-0.4578206125067566
185,0.9810439681536834
186,0.4786881294425026
187,-0.1807274722293715
188,1.050910419401282
189,0.3864770405202755
190,1.0652674067464942
191,-0.7492394438520031
192,0.7381915818881619
193,-0.6388998843075745
194,0.1494698637081752
195,-1.131674333273755
196,1.6563331583900662
197,-1.279560042101885
198,0.8176416553067661
199,-0.5272613745193927
200,0.5666852157196582
201,-0.3235358130316872
202,0.0312809577008913
203,-0.9164317882124988
204,1.2116133000932026
205,-0.8491164865400926
206,1.0892517429979114
207,-0.8087856531216022
208,0.821087158933749
209,-0.7394279533009523
210,-0.6819666447708475
211,1.036159876637709
212,-0.3986406020656223
213,-0.2761402888244854
214,-0.2113856069488699
215,1.76174861765781
216,-1.287497242934245
217,-0.0857236025277475
218,0.4515488735032287
219,-0.0895279695310713
220,-0.3756789736129985
221,-0.9035506413130346
222,0.4498064404276879
223,0.6791966703348304
224,-0.0487881442228522
225,-1.1143853339604757
226,0.7521879212201548
227,0.2181931567175225
228,0.2791971697774501
229,-0.6082373960717276
230,1.0723041282224373
231,-0.7832332366776157
232,0.5820586009195373
233,-1.0877269488010808
234,1.2217111507535172
235,-0.3350254171999695
236,-0.5823823711095866
237,0.2928013885767688
238,0.5718275411054462
239,-1.081229113434954
